episode,total_reward,steps,epsilon,won,progress_cells
2356,0.93,87,0.05,0,3
2357,-1.62,82,0.05,0,2
2358,-6.51,111,0.05,0,3
2359,-2.82,82,0.05,0,2
2360,-36.45,26,0.05,0,3
2361,-9.79,139,0.05,0,3
2362,0.08,112,0.05,0,3
2363,-1.12,152,0.05,0,3
2364,-4.73,93,0.05,0,3
2365,-45.64,65,0.05,0,3
2366,-3.31,91,0.05,0,3
2367,-2.46,106,0.05,0,3
2368,-6.53,113,0.05,0,3
2369,-8.02,82,0.05,0,2
2370,-8.62,82,0.05,0,2
2371,-47.58,119,0.05,0,3
2372,-2.83,103,0.05,0,3
2373,-9.94,94,0.05,0,2
2374,-9.78,198,0.05,0,4
2375,-6.74,114,0.05,0,3
2376,-3.63,83,0.05,0,3
2377,-7.82,82,0.05,0,2
2378,-1.31,111,0.05,0,4
2379,-8.62,82,0.05,0,2
2380,-6.82,82,0.05,0,2
2381,-2.45,145,0.05,0,3
2382,-8.75,95,0.05,0,2
2383,-9.62,142,0.05,0,3
2384,-8.29,149,0.05,0,3
2385,-40.72,13,0.05,0,3
2386,-8.22,82,0.05,0,2
2387,-8.62,82,0.05,0,2
2388,-8.22,82,0.05,0,2
2389,-40.94,15,0.05,0,3
2390,-40.03,4,0.05,0,3
2391,-3.85,85,0.05,0,3
2392,-6.07,107,0.05,0,3
2393,-7.6,120,0.05,0,3
2394,-8.06,126,0.05,0,3
2395,-6.74,114,0.05,0,3
2396,-9.8,140,0.05,0,3
2397,-5.85,105,0.05,0,3
2398,-8.72,132,0.05,0,3
2399,-8.02,82,0.05,0,2
2400,-41.58,19,0.05,0,3
2401,-8.02,82,0.05,0,2
2402,-7.62,82,0.05,0,2
2403,-8.42,82,0.05,0,2
2404,-6.25,105,0.05,0,3
2405,-43.41,82,0.05,0,3
2406,-46.88,69,0.05,0,3
2407,-7.62,122,0.05,0,3
2408,-5.38,98,0.05,0,3
2409,-8.42,82,0.05,0,2
2410,-8.63,83,0.05,0,2
2411,-8.22,82,0.05,0,2
2412,-1.89,89,0.05,0,3
2413,-42.85,126,0.05,0,3
2414,-5.24,84,0.05,0,2
2415,-4.26,86,0.05,0,2
2416,-38.8,101,0.05,0,3
2417,-20.58,39,0.05,0,7
2418,-1.86,106,0.05,0,2
2419,-2.09,109,0.05,0,2
2420,-32.71,92,0.05,0,4
2421,-2.93,113,0.05,0,2
2422,-2.54,94,0.05,0,2
2423,-1.92,112,0.05,0,2
2424,-2.22,142,0.05,0,2
2425,-6.18,98,0.05,0,1
2426,-6.35,115,0.05,0,1
2427,-11.0,80,0.05,0,0
2428,-1.87,127,0.05,0,2
2429,-2.27,87,0.05,0,2
2430,-5.67,207,0.05,0,3
2431,-1.42,82,0.05,0,2
2432,-11.2,80,0.05,0,0
2433,-6.36,96,0.05,0,1
2434,-10.8,80,0.05,0,0
2435,2.76,104,0.05,0,3
2436,-41.3,71,0.05,0,3
2437,-46.72,73,0.05,0,3
2438,-7.82,82,0.05,0,2
2439,-8.42,82,0.05,0,2
2440,-3.62,82,0.05,0,2
2441,-4.23,123,0.05,0,2
2442,-11.0,80,0.05,0,0
2443,-2.09,149,0.05,0,2
2444,-11.2,80,0.05,0,0
2445,-4.31,131,0.05,0,2
2446,-40.92,13,0.05,0,3
2447,-0.67,87,0.05,0,3
2448,-7.65,125,0.05,0,2
2449,-3.57,97,0.05,0,2
2450,-7.62,82,0.05,0,2
2451,-6.76,116,0.05,0,3
2452,2.43,157,0.05,0,3
2453,-40.14,55,0.05,0,3
2454,-2.07,87,0.05,0,3
2455,-40.52,33,0.05,0,3
2456,0.11,89,0.05,0,3
2457,-11.4,80,0.05,0,0
2458,-5.7,90,0.05,0,2
2459,-1.04,84,0.05,0,2
2460,-1.22,82,0.05,0,2
2461,3.33,87,0.05,0,3
2462,2.34,106,0.05,0,3
2463,-40.39,40,0.05,0,3
2464,-6.35,155,0.05,0,3
2465,-5.02,82,0.05,0,2
2466,-41.17,38,0.05,0,3
2467,-1.22,82,0.05,0,2
2468,-4.4,100,0.05,0,3
2469,-1.63,83,0.05,0,3
2470,-1.62,82,0.05,0,2
2471,-40.53,34,0.05,0,3
2472,-3.63,83,0.05,0,3
2473,1.93,87,0.05,0,4
2474,-1.02,82,0.05,0,2
2475,-40.03,4,0.05,0,3
2476,-34.2,61,0.05,0,4
2477,-38.56,37,0.05,0,3
2478,-41.79,20,0.05,0,3
2479,2.78,102,0.05,0,3
2480,-10.0,140,0.05,0,3
2481,-5.14,154,0.05,0,4
2482,-42.89,50,0.05,0,3
2483,-7.23,83,0.05,0,2
2484,-40.68,69,0.05,0,3
2485,-40.47,8,0.05,0,3
2486,-47.16,77,0.05,0,3
2487,-2.63,83,0.05,0,3
2488,-4.86,106,0.05,0,3
2489,-6.02,82,0.05,0,2
2490,-40.34,15,0.05,0,3
2491,-40.89,30,0.05,0,3
2492,-2.0,120,0.05,0,4
2493,-7.82,82,0.05,0,2
2494,-40.08,9,0.05,0,3
2495,-8.52,152,0.05,0,3
2496,-41.81,22,0.05,0,3
2497,-2.62,82,0.05,0,2
2498,-43.45,86,0.05,0,3
2499,-7.83,83,0.05,0,2
2500,-37.34,95,0.05,0,3
2501,-2.62,82,0.05,0,2
2502,-41.33,54,0.05,0,3
2503,-8.42,82,0.05,0,2
2504,-8.62,82,0.05,0,2
2505,-41.62,63,0.05,0,3
2506,-7.82,82,0.05,0,2
2507,-7.62,82,0.05,0,2
2508,-8.42,82,0.05,0,2
2509,-37.8,101,0.05,0,3
2510,-2.42,82,0.05,0,2
2511,1.68,92,0.05,0,3
2512,-4.75,95,0.05,0,3
2513,-7.34,114,0.05,0,3
2514,-4.82,82,0.05,0,2
2515,-8.03,83,0.05,0,2
2516,-6.95,115,0.05,0,3
2517,-47.63,84,0.05,0,3
2518,-40.46,7,0.05,0,3
2519,-7.02,82,0.05,0,2
2520,-7.62,82,0.05,0,2
2521,-8.53,153,0.05,0,3
2522,2.29,111,0.05,0,3
2523,-5.22,82,0.05,0,2
2524,-41.33,54,0.05,0,3
2525,-40.36,17,0.05,0,3
2526,-7.23,83,0.05,0,2
2527,-3.07,87,0.05,0,2
2528,-1.02,82,0.05,0,2
2529,-7.82,82,0.05,0,2
2530,-36.35,36,0.05,0,3
2531,-42.24,25,0.05,0,3
2532,-5.22,82,0.05,0,2
2533,-5.43,83,0.05,0,2
2534,-41.34,35,0.05,0,3
2535,-43.39,40,0.05,0,3
2536,-40.92,53,0.05,0,3
2537,1.58,122,0.05,0,3
2538,1.31,129,0.05,0,3
2539,-12.92,113,0.05,0,9
2540,2.69,91,0.05,0,3
2541,-18.45,46,0.05,0,7
2542,-41.31,32,0.05,0,3
2543,-4.82,82,0.05,0,2
2544,-7.47,127,0.05,0,3
2545,-7.84,124,0.05,0,3
2546,-3.19,99,0.05,0,3
2547,-1.09,89,0.05,0,3
2548,-2.02,82,0.05,0,2
2549,-38.8,41,0.05,0,3
2550,-25.76,17,0.05,0,5
2551,-37.07,148,0.05,0,5
2552,1.25,115,0.05,0,3
2553,-4.82,82,0.05,0,2
2554,-13.43,64,0.05,0,8
2555,-5.53,133,0.05,0,3
2556,-25.78,19,0.05,0,6
2557,1.18,142,0.05,0,3
2558,-25.98,19,0.05,0,5
2559,-0.46,86,0.05,0,3
2560,-35.76,17,0.05,0,3
2561,-6.22,82,0.05,0,2
2562,0.59,122,0.05,0,11
2563,-18.61,82,0.05,0,7
2564,-45.19,80,0.05,0,3
2565,11.62,158,0.05,0,5
2566,-30.15,16,0.05,0,5
2567,-7.64,125,0.05,0,9
2568,-1.02,82,0.05,0,2
2569,-40.28,29,0.05,0,3
2570,-11.47,28,0.05,0,8
2571,-1.22,82,0.05,0,2
2572,-20.67,28,0.05,0,7
2573,-30.05,66,0.05,0,5
2574,-1.42,82,0.05,0,2
2575,-41.18,79,0.05,0,3
2576,-35.01,62,0.05,0,4
2577,-29.32,73,0.05,0,5
2578,-40.3,11,0.05,0,3
2579,-18.73,74,0.05,0,7
2580,-1.02,82,0.05,0,2
2581,-40.71,52,0.05,0,3
2582,-40.32,33,0.05,0,3
2583,-40.25,26,0.05,0,3
2584,-3.37,97,0.05,0,3
2585,-16.23,24,0.05,0,8
2586,-1.02,82,0.05,0,2
2587,-1.02,82,0.05,0,2
2588,-40.19,20,0.05,0,3
2589,-12.07,108,0.05,0,8
2590,-1.02,82,0.05,0,2
2591,-25.74,15,0.05,0,5
2592,-40.84,65,0.05,0,3
2593,-40.17,18,0.05,0,3
2594,-40.46,47,0.05,0,3
2595,-27.48,29,0.05,0,6
2596,-40.61,42,0.05,0,3
2597,-30.9,71,0.05,0,5
2598,-20.08,149,0.05,0,8
2599,-40.69,50,0.05,0,3
2600,6.08,73,0.05,0,12
2601,-0.82,82,0.05,0,2
2602,-0.82,82,0.05,0,2
2603,-40.32,33,0.05,0,3
2604,-35.64,45,0.05,0,3
2605,-40.35,36,0.05,0,3
2606,-11.86,27,0.05,0,8
2607,-30.45,66,0.05,0,5
2608,-42.71,32,0.05,0,3
2609,-0.82,82,0.05,0,2
2610,-40.02,3,0.05,0,3
2611,-41.13,14,0.05,0,3
2612,-6.22,82,0.05,0,2
2613,-26.46,47,0.05,0,6
2614,-40.31,32,0.05,0,3
2615,-41.19,80,0.05,0,3
2616,-1.02,82,0.05,0,2
2617,6.64,96,0.05,0,4
2618,-19.85,66,0.05,0,7
2619,-12.51,72,0.05,0,8
2620,-1.02,82,0.05,0,2
2621,-31.39,20,0.05,0,5
2622,-1.23,83,0.05,0,2
2623,-40.15,16,0.05,0,3
2624,-37.25,26,0.05,0,3
2625,2.93,87,0.05,0,4
2626,-25.5,11,0.05,0,6
2627,-40.03,4,0.05,0,3
2628,-15.56,17,0.05,0,8
2629,-40.13,14,0.05,0,3
2630,-41.79,80,0.05,0,3
2631,-35.45,26,0.05,0,3
2632,-7.82,82,0.05,0,2
2633,-30.37,18,0.05,0,4
2634,1.29,91,0.05,0,4
2635,-36.72,73,0.05,0,4
2636,-38.39,40,0.05,0,3
2637,-26.67,28,0.05,0,5
2638,1.92,108,0.05,0,4
2639,-40.76,57,0.05,0,3
2640,-40.37,38,0.05,0,3
2641,-0.82,82,0.05,0,2
2642,-40.46,47,0.05,0,3
2643,-42.05,26,0.05,0,3
2644,4.07,54,0.05,0,12
2645,-40.41,42,0.05,0,3
2646,-40.31,32,0.05,0,3
2647,-38.29,90,0.05,0,4
2648,-37.68,29,0.05,0,3
2649,-17.79,100,0.05,0,8
2650,-14.68,89,0.05,0,8
2651,-40.62,63,0.05,0,3
2652,-1.02,82,0.05,0,2
2653,-2.82,82,0.05,0,2
2654,-0.89,89,0.05,0,2
2655,-26.28,29,0.05,0,5
2656,2.85,155,0.05,0,3
2657,3.0,100,0.05,0,3
2658,-1.82,82,0.05,0,2
2659,3.04,156,0.05,0,3
2660,-20.63,144,0.05,0,8
2661,-25.39,60,0.05,0,6
2662,-18.0,61,0.05,0,7
2663,-34.13,54,0.05,0,4
2664,-1.02,82,0.05,0,2
2665,-3.15,135,0.05,0,4
2666,-2.65,85,0.05,0,3
2667,-39.07,48,0.05,0,3
2668,-1.02,82,0.05,0,2
2669,3.5,90,0.05,0,3
2670,3.02,98,0.05,0,3
2671,3.65,95,0.05,0,3
2672,-1.43,84,0.05,0,11
2673,-1.22,82,0.05,0,2
2674,3.32,88,0.05,0,3
2675,-8.62,82,0.05,0,2
2676,-22.11,112,0.05,0,6
2677,-8.63,83,0.05,0,2
2678,-2.44,84,0.05,0,3
2679,-6.25,46,0.05,0,9
2680,-6.17,117,0.05,0,3
2681,3.73,107,0.05,0,3
2682,-21.35,96,0.05,0,7
2683,3.92,88,0.05,0,3
2684,-30.89,50,0.05,0,5
2685,-37.17,138,0.05,0,3
2686,3.89,91,0.05,0,3
2687,-36.03,64,0.05,0,3
2688,-44.41,142,0.05,0,4
2689,-0.82,82,0.05,0,2
2690,-1.02,82,0.05,0,2
2691,-3.03,83,0.05,0,3
2692,3.0,140,0.05,0,3
2693,-41.2,81,0.05,0,3
2694,-4.55,95,0.05,0,3
2695,3.69,91,0.05,0,3
2696,-37.03,24,0.05,0,3
2697,-8.82,82,0.05,0,2
2698,-8.83,83,0.05,0,2
2699,-2.88,128,0.05,0,4
2700,-0.82,82,0.05,0,2
2701,-1.22,82,0.05,0,2
2702,-1.02,82,0.05,0,2
2703,-0.82,82,0.05,0,2
2704,-15.82,43,0.05,0,8
2705,-1.22,82,0.05,0,2
2706,3.33,107,0.05,0,3
2707,-5.02,82,0.05,0,2
2708,-4.09,89,0.05,0,3
2709,-20.36,17,0.05,0,7
2710,-42.95,36,0.05,0,3
2711,-8.82,82,0.05,0,2
2712,-8.62,82,0.05,0,2
2713,-8.42,82,0.05,0,2
2714,-37.99,40,0.05,0,3
2715,-7.0,120,0.05,0,3
2716,-8.82,82,0.05,0,2
2717,-3.05,85,0.05,0,3
2718,-8.44,84,0.05,0,2
2719,-5.3,110,0.05,0,3
2720,-2.83,83,0.05,0,3
2721,-8.02,82,0.05,0,2
2722,-8.62,82,0.05,0,2
2723,-4.29,89,0.05,0,3
2724,-8.82,82,0.05,0,2
2725,-7.82,82,0.05,0,2
2726,-2.63,83,0.05,0,3
2727,-13.92,173,0.05,0,10
2728,-3.45,85,0.05,0,3
2729,-8.22,82,0.05,0,2
2730,-16.09,130,0.05,0,10
2731,-8.43,83,0.05,0,2
2732,-7.62,82,0.05,0,2
2733,-21.31,32,0.05,0,7
2734,-8.22,82,0.05,0,2
2735,-31.01,22,0.05,0,5
2736,-32.02,23,0.05,0,5
2737,-47.13,74,0.05,0,3
2738,-8.22,82,0.05,0,2
2739,-30.49,10,0.05,0,5
2740,-4.18,79,0.05,0,11
2741,-7.43,83,0.05,0,2
2742,-8.42,82,0.05,0,2
2743,-7.82,82,0.05,0,2
2744,-8.22,82,0.05,0,2
2745,-30.27,8,0.05,0,4
2746,0.82,98,0.05,0,4
2747,-22.71,92,0.05,0,7
2748,-31.59,20,0.05,0,4
2749,-8.24,84,0.05,0,2
2750,-8.62,82,0.05,0,2
2751,-30.96,17,0.05,0,4
2752,-8.82,82,0.05,0,2
2753,-8.62,82,0.05,0,2
2754,1.74,86,0.05,0,4
2755,-41.81,22,0.05,0,3
2756,-46.45,66,0.05,0,3
2757,-8.82,82,0.05,0,2
2758,-4.87,87,0.05,0,3
2759,-6.29,129,0.05,0,3
2760,-26.61,82,0.05,0,5
2761,-6.9,130,0.05,0,3
2762,-7.46,126,0.05,0,3
2763,-3.85,125,0.05,0,3
2764,-0.82,82,0.05,0,2
2765,-3.89,89,0.05,0,3
2766,-40.76,37,0.05,0,3
2767,-9.06,146,0.05,0,3
2768,-40.3,31,0.05,0,3
2769,-31.75,136,0.05,0,7
2770,-4.82,82,0.05,0,2
2771,-1.68,188,0.05,0,3
2772,-5.26,106,0.05,0,3
2773,-10.47,147,0.05,0,3
2774,-2.92,112,0.05,0,3
2775,-1.98,98,0.05,0,2
2776,-1.02,82,0.05,0,2
2777,-5.01,101,0.05,0,3
2778,-1.02,82,0.05,0,2
2779,-2.64,84,0.05,0,3
2780,-5.33,113,0.05,0,3
2781,3.33,147,0.05,0,3
2782,-0.82,82,0.05,0,2
2783,-36.02,43,0.05,0,3
2784,-36.05,86,0.05,0,3
2785,3.25,95,0.05,0,3
2786,-3.27,87,0.05,0,3
2787,3.21,139,0.05,0,3
2788,-1.02,82,0.05,0,2
2789,-0.82,82,0.05,0,2
2790,2.2,160,0.05,0,3
2791,3.27,133,0.05,0,3
2792,-36.01,62,0.05,0,3
2793,-33.15,36,0.05,0,5
2794,3.29,91,0.05,0,3
2795,-9.52,152,0.05,0,3
2796,-10.91,151,0.05,0,3
2797,-3.9,90,0.05,0,3
2798,-9.87,147,0.05,0,3
2799,-5.03,103,0.05,0,3
2800,2.89,151,0.05,0,3
2801,-4.38,98,0.05,0,3
2802,-38.06,147,0.05,0,5
2803,-7.42,82,0.05,0,2
2804,-10.28,148,0.05,0,3
2805,-0.82,82,0.05,0,2
2806,-2.24,144,0.05,0,4
2807,-34.18,59,0.05,0,5
2808,-5.62,82,0.05,0,2
2809,2.43,117,0.05,0,3
2810,-0.43,103,0.05,0,4
2811,-2.18,98,0.05,0,3
2812,-1.07,87,0.05,0,2
2813,-33.42,143,0.05,0,6
2814,-39.7,51,0.05,0,3
2815,-0.82,82,0.05,0,2
2816,-1.05,85,0.05,0,3
2817,-39.63,144,0.05,0,5
2818,-33.87,48,0.05,0,5
2819,-15.84,25,0.05,0,8
2820,2.55,106,0.05,0,12
2821,-36.53,94,0.05,0,3
2822,-0.82,82,0.05,0,2
2823,-22.76,37,0.05,0,7
2824,27.21,60,0.05,0,16
2825,3.01,139,0.05,0,3
2826,-1.02,82,0.05,0,2
2827,-19.97,78,0.05,0,7
2828,-6.62,82,0.05,0,2
2829,-5.69,89,0.05,0,2
2830,-20.96,17,0.05,0,6
2831,-32.68,189,0.05,0,4
2832,-27.46,87,0.05,0,7
2833,-1.82,82,0.05,0,2
2834,-0.82,82,0.05,0,2
2835,-6.62,82,0.05,0,2
2836,-35.26,7,0.05,0,3
2837,-11.71,32,0.05,0,8
2838,-10.99,20,0.05,0,8
2839,-20.56,17,0.05,0,7
2840,-11.47,28,0.05,0,8
2841,-21.14,55,0.05,0,6
2842,-25.91,52,0.05,0,5
2843,-0.82,82,0.05,0,2
2844,-25.31,12,0.05,0,5
2845,-25.29,10,0.05,0,5
2846,-1.03,83,0.05,0,2
2847,-20.98,19,0.05,0,7
2848,-30.09,10,0.05,0,5
2849,-6.89,50,0.05,0,10
2850,-31.14,15,0.05,0,4
2851,-1.23,83,0.05,0,2
2852,-9.1,71,0.05,0,9
2853,-26.14,75,0.05,0,5
2854,-30.07,8,0.05,0,4
2855,-26.5,51,0.05,0,6
2856,-1.02,82,0.05,0,2
2857,-20.07,8,0.05,0,6
2858,-1.02,82,0.05,0,2
2859,-40.02,3,0.05,0,3
2860,-31.0,21,0.05,0,4
2861,-22.41,42,0.05,0,7
2862,24.08,132,0.05,0,8
2863,-25.05,6,0.05,0,6
2864,-12.44,65,0.05,0,8
2865,-30.26,7,0.05,0,5
2866,8.08,112,0.05,0,4
2867,-20.4,21,0.05,0,6
2868,-20.07,8,0.05,0,6
2869,-25.54,15,0.05,0,5
2870,-7.46,87,0.05,0,10
2871,-11.74,55,0.05,0,8
2872,-30.26,7,0.05,0,5
2873,7.38,103,0.05,0,12
2874,-30.07,8,0.05,0,4
2875,-29.31,52,0.05,0,5
2876,-31.38,19,0.05,0,5
2877,-10.97,38,0.05,0,8
2878,-25.05,6,0.05,0,5
2879,-5.82,82,0.05,0,2
2880,-30.04,5,0.05,0,5
2881,-8.02,82,0.05,0,2
2882,-8.82,82,0.05,0,2
2883,-46.73,74,0.05,0,3
2884,-21.65,46,0.05,0,7
2885,-8.02,82,0.05,0,2
2886,-7.83,83,0.05,0,2
2887,-24.53,114,0.05,0,7
2888,-25.06,7,0.05,0,6
2889,-25.05,6,0.05,0,6
2890,-30.04,5,0.05,0,5
2891,-10.33,14,0.05,0,8
2892,-30.55,16,0.05,0,5
2893,-8.63,83,0.05,0,2
2894,-5.61,101,0.05,0,3
2895,-34.41,162,0.05,0,6
2896,6.47,93,0.05,0,5
2897,-37.08,29,0.05,0,3
2898,-8.02,82,0.05,0,2
2899,-8.79,139,0.05,0,3
2900,-2.66,86,0.05,0,3
2901,-7.82,82,0.05,0,2
2902,-2.04,84,0.05,0,3
2903,-2.24,84,0.05,0,3
2904,-7.27,147,0.05,0,3
2905,-2.84,84,0.05,0,3
2906,-41.35,16,0.05,0,3
2907,-7.82,82,0.05,0,2
2908,1.76,84,0.05,0,4
2909,-31.42,23,0.05,0,4
2910,-6.2,160,0.05,0,4
2911,-41.5,131,0.05,0,4
2912,-46.88,69,0.05,0,3
2913,-3.73,93,0.05,0,3
2914,-7.82,82,0.05,0,2
2915,-7.82,82,0.05,0,2
2916,-8.62,82,0.05,0,2
2917,-8.22,82,0.05,0,2
2918,-1.43,83,0.05,0,3
2919,-8.62,82,0.05,0,2
2920,-44.73,54,0.05,0,3
2921,-40.93,14,0.05,0,3
2922,-2.05,85,0.05,0,3
2923,-35.05,86,0.05,0,4
2924,-29.52,93,0.05,0,5
2925,-23.46,67,0.05,0,6
2926,-25.94,115,0.05,0,7
2927,-22.62,63,0.05,0,6
2928,-23.74,55,0.05,0,6
2929,-27.18,39,0.05,0,6
2930,4.07,93,0.05,0,4
2931,-29.2,61,0.05,0,5
2932,-40.02,3,0.05,0,3
2933,-3.43,64,0.05,0,11
2934,2.14,106,0.05,0,4
2935,-25.77,18,0.05,0,5
2936,20.12,128,0.05,0,7
2937,-46.58,79,0.05,0,3
2938,2.35,85,0.05,0,4
2939,-25.8,21,0.05,0,5
2940,-4.19,99,0.05,0,3
2941,0.5,71,0.05,0,11
2942,-30.86,27,0.05,0,5
2943,-8.02,82,0.05,0,2
2944,-7.62,82,0.05,0,2
2945,-23.66,67,0.05,0,6
2946,-21.72,73,0.05,0,7
2947,-31.51,32,0.05,0,4
2948,-8.02,82,0.05,0,2
2949,-37.11,112,0.05,0,4
2950,-31.21,22,0.05,0,4
2951,-22.14,95,0.05,0,7
2952,-45.71,72,0.05,0,3
2953,9.51,109,0.05,0,5
2954,-26.01,82,0.05,0,6
2955,-3.82,82,0.05,0,2
2956,-3.22,122,0.05,0,3
2957,-33.59,40,0.05,0,4
2958,-8.02,82,0.05,0,2
2959,-1.02,82,0.05,0,2
2960,-15.16,17,0.05,0,8
2961,3.59,141,0.05,0,4
2962,-21.29,30,0.05,0,6
2963,-1.41,82,0.05,0,10
2964,-25.98,19,0.05,0,5
2965,-25.1,91,0.05,0,7
2966,-16.15,36,0.05,0,7
2967,-19.78,79,0.05,0,7
2968,-26.66,27,0.05,0,6
2969,-30.07,8,0.05,0,4
2970,-30.73,14,0.05,0,5
2971,2.75,85,0.05,0,4
2972,-8.62,82,0.05,0,2
2973,-7.82,82,0.05,0,2
2974,-2.06,86,0.05,0,3
2975,-6.21,161,0.05,0,3
2976,-35.27,8,0.05,0,3
2977,-2.43,103,0.05,0,3
2978,-5.96,136,0.05,0,3
2979,-3.54,94,0.05,0,3
2980,-2.44,84,0.05,0,3
2981,-5.59,119,0.05,0,3
2982,-43.69,70,0.05,0,3
2983,3.72,88,0.05,0,3
2984,-5.96,136,0.05,0,3
2985,-4.62,82,0.05,0,2
2986,-3.98,98,0.05,0,3
2987,-40.76,77,0.05,0,3
2988,-7.42,82,0.05,0,2
2989,-2.43,83,0.05,0,3
2990,-40.91,72,0.05,0,3
2991,4.81,119,0.05,0,4
2992,1.11,129,0.05,0,3
2993,-6.62,82,0.05,0,2
2994,-35.49,10,0.05,0,3
2995,-2.63,83,0.05,0,3
2996,1.34,106,0.05,0,3
2997,-40.29,30,0.05,0,3
2998,-1.43,83,0.05,0,3
2999,-40.17,18,0.05,0,3
3000,-5.12,112,0.05,0,3
3001,-10.77,157,0.05,0,3
3002,-43.62,43,0.05,0,3
3003,-33.7,111,0.05,0,5
3004,-1.5,210,0.05,0,5
3005,-5.82,82,0.05,0,2
3006,-2.44,84,0.05,0,3
3007,-4.62,82,0.05,0,2
3008,-2.03,83,0.05,0,3
3009,-45.36,57,0.05,0,3
3010,-24.65,146,0.05,0,7
3011,-2.23,83,0.05,0,3
3012,0.27,133,0.05,0,4
3013,-2.63,83,0.05,0,3
3014,-1.23,83,0.05,0,3
3015,1.68,92,0.05,0,3
3016,-3.63,83,0.05,0,3
3017,-7.83,83,0.05,0,2
3018,-25.85,146,0.05,0,8
3019,-36.62,23,0.05,0,3
3020,-40.03,4,0.05,0,3
3021,-34.3,51,0.05,0,4
3022,-7.82,82,0.05,0,2
3023,-11.68,89,0.05,0,9
3024,-7.42,82,0.05,0,2
3025,-44.74,95,0.05,0,3
3026,-8.22,82,0.05,0,2
3027,-8.02,82,0.05,0,2
3028,-43.47,88,0.05,0,3
3029,-6.28,108,0.05,0,3
3030,-37.26,27,0.05,0,3
3031,-40.02,3,0.05,0,3
3032,-3.03,83,0.05,0,3
3033,4.95,105,0.05,0,5
3034,-24.79,60,0.05,0,7
3035,-8.82,82,0.05,0,2
3036,-3.23,83,0.05,0,3
3037,-41.94,75,0.05,0,3
3038,-2.65,85,0.05,0,3
3039,-48.96,97,0.05,0,3
3040,-8.33,133,0.05,0,3
3041,-8.62,82,0.05,0,2
3042,-3.83,83,0.05,0,3
3043,-44.3,91,0.05,0,3
3044,-7.05,125,0.05,0,3
3045,-38.88,49,0.05,0,3
3046,-3.63,83,0.05,0,3
3047,-41.17,18,0.05,0,3
3048,-40.82,63,0.05,0,3
3049,-3.63,83,0.05,0,3
3050,-3.63,83,0.05,0,3
3051,-39.65,106,0.05,0,3
3052,-3.03,83,0.05,0,3
3053,-7.63,83,0.05,0,2
3054,-3.23,83,0.05,0,3
3055,-3.63,83,0.05,0,3
3056,-1.02,82,0.05,0,2
3057,-3.83,83,0.05,0,3
3058,-3.23,83,0.05,0,3
3059,-33.64,105,0.05,0,5
3060,-1.49,89,0.05,0,2
3061,-36.99,40,0.05,0,3
3062,-2.38,118,0.05,0,4
3063,-1.22,82,0.05,0,2
3064,-1.29,89,0.05,0,3
3065,-31.37,18,0.05,0,5
3066,-8.23,143,0.05,0,3
3067,-7.62,82,0.05,0,2
3068,-40.25,66,0.05,0,3
3069,-7.22,82,0.05,0,2
3070,-2.04,84,0.05,0,3
3071,-8.82,82,0.05,0,2
3072,-40.41,42,0.05,0,3
3073,-4.87,107,0.05,0,3
3074,-40.36,37,0.05,0,3
3075,-40.02,3,0.05,0,3
3076,-40.38,39,0.05,0,3
3077,-40.04,5,0.05,0,3
3078,-2.63,83,0.05,0,3
3079,-25.05,6,0.05,0,5
3080,-3.63,83,0.05,0,3
3081,-35.75,36,0.05,0,3
3082,-1.02,82,0.05,0,2
3083,-7.19,119,0.05,0,3
3084,-6.33,153,0.05,0,4
3085,-2.43,83,0.05,0,3
3086,-2.13,93,0.05,0,3
3087,-3.64,84,0.05,0,3
3088,2.68,53,0.05,0,11
3089,-7.62,82,0.05,0,2
3090,-8.42,82,0.05,0,2
3091,-13.07,108,0.05,0,9
3092,-40.02,3,0.05,0,3
3093,-8.63,83,0.05,0,2
3094,-8.9,130,0.05,0,3
3095,-7.22,82,0.05,0,2
3096,-4.79,99,0.05,0,3
3097,-7.02,82,0.05,0,2
3098,-3.71,111,0.05,0,2
3099,0.86,134,0.05,0,3
3100,-7.04,84,0.05,0,2
3101,-2.47,87,0.05,0,3
3102,-4.35,95,0.05,0,3
3103,-43.16,37,0.05,0,3
3104,-7.82,82,0.05,0,2
3105,-8.22,82,0.05,0,2
3106,-40.44,45,0.05,0,3
3107,-2.47,107,0.05,0,3
3108,-40.71,72,0.05,0,3
3109,-3.25,105,0.05,0,3
3110,-1.04,84,0.05,0,2
3111,-40.7,51,0.05,0,3
3112,-37.57,78,0.05,0,4
3113,-40.4,41,0.05,0,3
3114,1.41,99,0.05,0,4
3115,-0.82,82,0.05,0,2
3116,2.72,148,0.05,0,3
3117,-40.76,77,0.05,0,3
3118,-3.94,94,0.05,0,3
3119,-2.23,83,0.05,0,3
3120,-0.97,97,0.05,0,3
3121,-1.27,87,0.05,0,2
3122,-0.63,83,0.05,0,3
3123,1.47,93,0.05,0,4
3124,-36.97,78,0.05,0,4
3125,-36.65,126,0.05,0,4
3126,-40.06,7,0.05,0,3
3127,7.14,106,0.05,0,5
3128,-1.63,83,0.05,0,3
3129,-35.49,10,0.05,0,3
3130,-40.36,17,0.05,0,3
3131,-1.23,83,0.05,0,2
3132,-40.85,66,0.05,0,3
3133,-6.46,126,0.05,0,3
3134,-8.62,82,0.05,0,2
3135,-43.76,37,0.05,0,3
